MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
5,16,2,8,52,40,23,63000
1,21,1,6,52,40,64,210000
1,19,2,6,,,63,0
1,19,2,1,,,76,0
1,21,1,1,5,8,78,5000
1,23,2,1,52,40,26,75000
1,23,2,1,52,50,26,62000
1,16,1,9,28,40,24,32000
1,16,2,1,32,28,24,18000
1,19,1,1,,,78,0
1,19,2,1,,,68,0
1,20,2,1,46,40,47,60000
1,16,1,1,8,50,52,8000
5,21,1,1,,,66,0
3,20,2,1,52,80,54,39000
1,24,1,6,52,40,44,350000
1,22,2,6,52,1,38,0
5,3,2,6,,,7,
1,21,2,1,,,35,0
1,21,1,1,52,50,35,150000
5,2,2,1,,,4,
5,,1,1,,,1,
1,21,2,1,52,40,56,25000
1,22,1,1,52,40,50,80000
5,13,2,1,,,16,0
2,21,2,6,,,74,0
1,19,2,1,48,30,60,117000
1,19,1,1,52,49,61,98000
5,21,1,6,52,45,23,6000
1,21,2,1,52,40,40,125000
1,21,1,1,52,40,37,125000
5,,2,1,,,2,
1,16,2,1,,,37,0
1,16,1,1,52,50,43,37000
5,5,1,1,,,8,
5,2,2,1,,,4,
3,21,2,1,52,35,53,36000
5,14,1,1,,,17,0
5,11,2,1,,,14,
1,20,1,1,,,70,0
1,21,2,1,,,71,0
3,21,2,1,52,40,40,35000
1,20,2,1,52,36,19,27000
1,20,1,1,42,40,19,48000
3,22,2,6,,,57,0
5,16,1,6,,,20,0
3,16,1,1,,,56,0
3,17,1,1,,,36,0
5,20,2,1,52,40,22,30000
5,16,1,1,36,20,32,2000
1,18,2,1,,,56,0
1,13,1,1,,,55,0
3,19,1,1,46,40,37,68000
5,21,2,9,42,50,28,65000
5,1,1,9,,,5,
1,21,1,1,52,25,84,16000
1,20,2,1,,,64,0
1,22,1,1,52,45,49,225000
1,22,2,1,52,60,43,225000
2,19,2,1,,,69,0
1,19,1,9,,,37,0
1,21,2,9,52,40,42,85000
5,9,1,9,,,13,
5,5,1,9,,,9,
3,22,2,1,52,40,40,170000
3,19,1,1,12,40,43,0
5,9,2,1,,,13,
5,4,2,1,,,7,
2,18,1,1,,,72,0
5,22,2,9,52,38,40,90000
1,22,2,1,52,55,31,60000
1,21,1,1,52,50,32,100000
1,22,1,1,32,40,35,46900
1,21,2,1,,,33,0
5,2,1,1,,,5,
5,,2,1,,,1,
3,16,2,1,52,40,74,50000
1,23,2,1,52,40,33,227000
1,21,1,1,52,40,32,25000
5,,2,1,,,0,
1,22,1,1,52,40,57,626000
1,21,2,1,52,40,54,110000
5,22,2,1,52,50,58,155000
5,14,2,2,52,4,18,2000
1,19,2,1,,,77,0
1,19,1,1,8,10,80,0
1,19,2,9,30,20,29,0
1,19,1,1,52,80,33,100000
1,21,1,1,,,70,0
1,19,2,1,,,64,0
2,16,2,1,,,87,0
3,13,1,1,,,88,0
5,19,1,1,52,60,29,64000
2,21,2,1,52,45,47,150000
5,12,2,9,,,15,0
3,1,2,1,52,40,50,35000
4,20,2,1,5,16,37,1200
5,17,1,1,,,42,0
5,9,2,1,,,12,
5,,1,1,,,2,
5,,1,1,,,2,
2,16,2,6,,,88,0
3,21,1,6,52,40,57,35600
1,21,1,6,52,40,44,280000
1,21,2,6,52,40,35,300000
5,5,2,6,,,8,
5,2,2,6,,,5,
1,21,1,1,52,40,34,30000
1,16,2,1,,,27,0
5,3,2,1,,,6,
5,1,2,1,,,4,
5,1,1,1,,,3,
1,16,1,1,20,12,63,5000
1,16,2,1,,,61,0
2,20,2,1,52,20,42,50000
3,20,1,1,45,40,46,98000
5,12,1,1,,,15,0
5,9,2,1,,,12,
1,24,1,6,48,40,35,280000
1,24,2,6,44,40,34,260000
5,,2,6,,,0,
1,21,1,6,1,20,66,370
1,21,2,6,32,20,62,77000
4,19,2,1,52,40,46,115000
5,18,2,1,28,40,23,6000
5,9,2,1,,,13,
3,16,1,1,52,40,52,56000
5,16,2,1,,,29,0
1,21,1,1,35,40,42,30000
1,21,2,1,52,40,52,7500
5,16,2,1,30,15,19,2000
3,21,2,6,52,40,44,77000
5,16,2,9,52,20,19,16300
5,8,2,9,,,11,
3,16,2,5,,,84,0
1,19,1,1,,,68,0
1,21,2,1,,,58,0
5,20,2,1,,,27,0
5,20,2,1,,,25,0
5,19,1,1,,,21,0
5,1,1,1,,,3,
1,16,2,1,52,40,48,80000
1,16,1,1,52,45,54,100000
5,16,1,1,52,35,22,33000
1,22,1,1,52,45,65,75000
1,21,2,1,52,40,59,25000
3,21,2,8,48,40,32,35000
5,19,1,6,40,24,19,3200
5,19,1,6,52,10,19,5000
1,18,2,9,,,55,0
1,19,1,1,,,72,0
5,19,2,9,,,20,0
2,19,2,6,52,40,75,33600
1,19,2,1,42,20,67,0
1,21,1,1,,,74,0
2,17,2,1,,,87,0
1,21,1,1,,,57,0
1,21,2,1,,,50,0
5,10,2,1,,,13,
3,20,2,1,,,86,0
1,21,2,1,52,40,28,50000
1,16,1,1,52,50,28,50000
1,20,2,1,52,40,36,45000
1,19,1,1,52,50,36,0
5,3,1,1,,,7,
5,2,1,1,,,4,
5,21,1,9,52,50,27,90000
1,16,2,1,52,34,46,25000
1,16,1,1,50,40,51,30000
5,24,2,1,39,40,62,90000
1,18,1,1,,,62,0
1,15,2,1,1,20,58,6900
5,16,1,1,,,29,0
4,20,2,1,,,28,0
5,1,1,1,,,5,
5,21,1,1,52,50,39,65000
5,16,2,1,20,40,32,20000
1,19,1,1,,,70,0
1,21,2,1,,,68,0
1,21,1,1,,,75,0
1,22,2,1,,,77,0
1,20,1,6,,,66,0
1,16,2,6,52,40,59,56000
5,21,1,6,52,40,26,150000
1,21,1,6,52,40,60,50000
1,21,2,6,44,25,63,19800
5,19,2,1,,,30,0
5,19,1,1,16,40,29,9000
1,21,2,1,52,40,58,96000
1,19,1,1,28,20,57,0
5,16,1,1,20,40,21,8000
5,16,2,1,52,55,40,17900
5,16,1,1,52,45,36,40000
5,16,1,1,26,45,19,20300
5,3,2,1,,,6,
5,21,1,1,52,40,47,93000
3,16,1,1,,,64,0
1,19,2,1,52,40,28,42000
1,19,1,1,48,65,41,48000
5,16,1,1,32,20,37,20000
5,20,2,9,32,34,46,48000
5,11,2,9,,,15,0
5,11,2,9,,,15,0
5,9,1,9,,,11,
5,1,2,9,,,6,
2,14,2,1,,,64,0
3,18,1,1,,,58,0
1,17,1,1,,,85,0
1,16,2,1,,,85,0
5,18,2,1,,,27,0
5,1,2,1,,,4,
5,,2,9,,,0,
3,22,2,1,49,50,81,0
1,19,2,1,52,40,62,62000
1,20,1,8,,,64,0
5,19,2,8,,,27,0
2,21,2,1,,,76,0
5,19,1,1,52,40,35,66000
5,20,1,1,52,40,32,85000
5,20,2,1,,,27,0
1,21,2,1,52,40,57,20000
1,21,1,1,52,40,57,100000
1,23,2,1,,,62,0
1,21,1,1,52,70,59,626000
5,19,2,1,52,40,24,90000
5,19,2,1,,,22,0
4,22,2,6,52,40,49,60000
5,19,2,9,30,8,19,2500
5,11,1,9,,,13,
5,21,2,1,4,30,22,8900
5,21,2,9,52,40,22,25000
5,21,2,1,52,50,22,7500
1,19,2,1,52,23,59,25000
1,16,1,1,,,59,0
1,21,1,6,52,43,37,70000
5,21,2,1,52,40,30,60000
1,20,2,3,52,39,61,47800
1,21,1,1,52,50,63,207000
5,21,1,3,,,32,0
5,10,2,1,,,12,
5,8,2,1,,,11,
5,5,2,1,,,9,
3,16,2,1,,,62,0
1,16,1,1,,,81,0
1,16,2,1,,,85,0
2,16,2,6,,,74,0
1,23,2,1,52,40,36,115000
1,23,1,6,52,40,35,125000
5,2,2,9,,,3,
1,20,1,1,,,71,0
1,20,2,1,,,72,0
5,21,2,1,36,50,27,72000
1,20,2,1,,,67,0
1,12,1,1,,,73,0
1,22,2,1,28,16,43,20000
1,21,1,1,52,40,44,125000
5,10,2,1,,,13,
5,7,1,1,,,10,
5,14,2,1,,,23,0
5,24,2,6,52,40,31,122000
1,22,2,1,52,40,54,89000
1,21,1,1,52,50,57,200000
5,16,1,1,52,35,23,20000
3,18,1,1,,,80,0
3,16,2,1,,,35,0
3,19,2,1,,,82,0
2,19,2,1,,,93,0
1,22,2,1,52,40,62,64000
1,18,1,1,,,62,0
1,22,2,1,52,40,65,120000
1,14,1,1,52,30,67,0
1,22,2,6,,,35,0
1,22,1,6,52,50,51,240000
5,2,2,9,,,3,
2,16,2,1,52,40,71,24000
5,13,1,1,52,48,43,42000
1,22,2,1,1,3,36,80
1,21,1,1,52,40,45,80000
5,18,2,9,52,40,26,29000
5,17,1,1,52,60,27,41700
5,21,1,2,52,40,38,45000
1,18,2,1,,,75,0
1,19,1,1,,,75,0
3,19,1,1,,,55,0
3,19,1,1,,,55,0
5,21,2,1,52,40,33,48000
5,21,1,1,52,40,30,56000
1,21,2,1,,,63,0
1,21,1,1,,,63,0
3,20,1,1,,,73,0
1,22,1,1,52,40,40,80000
1,21,2,1,52,40,41,20000
5,7,1,1,,,10,
5,3,1,1,,,6,
1,22,2,1,52,40,67,43000
1,20,1,1,,,71,0
5,20,1,1,52,40,25,44000
5,21,1,1,47,30,23,20000
1,1,2,8,52,40,39,40000
1,1,1,8,52,40,41,40000
5,12,2,8,,,14,
5,6,2,8,,,9,
5,2,1,8,,,3,
1,21,2,1,30,5,41,6000
1,21,1,1,52,40,40,626000
1,19,1,1,52,40,62,129000
1,18,2,1,,,63,0
1,22,1,1,52,40,32,127000
1,18,2,1,,,31,0
5,3,1,1,,,6,
5,,1,1,,,2,
1,21,2,1,52,40,59,81000
1,21,1,1,52,40,50,40000
5,16,1,1,52,40,22,12000
1,22,2,1,52,18,44,25000
1,23,1,1,52,45,43,196000
5,11,1,1,,,15,0
5,9,2,1,,,12,
5,5,2,1,,,8,
5,1,1,1,,,4,
2,22,2,1,52,40,63,63000
3,18,2,1,,,64,0
1,1,2,8,1,1,57,150
1,16,1,8,52,55,54,300000
1,18,2,1,,,63,0
1,21,1,1,,,76,0
5,18,1,1,24,25,29,24300
3,23,1,1,52,40,54,60000
1,22,1,6,52,40,46,200000
1,22,2,6,40,40,42,120000
5,10,2,6,,,13,
5,5,1,6,,,8,
1,21,2,9,52,40,27,49800
1,19,1,9,52,40,29,67000
1,21,1,1,,,71,0
1,19,2,1,,,71,0
5,21,2,1,,,39,0
1,19,1,6,52,40,28,19000
1,19,2,9,,,26,0
5,,1,9,,,1,
3,22,1,9,52,55,65,305000
3,16,2,9,26,5,71,0
1,19,1,9,32,40,51,5000
1,21,2,9,52,40,41,67000
5,16,1,8,,,21,0
5,13,1,8,,,17,0
5,10,2,8,,,14,
1,21,2,8,,,53,0
1,9,1,8,36,20,40,20000
5,19,1,8,36,30,19,22000
5,13,1,8,,,16,0
5,5,1,8,,,9,
1,23,1,1,52,40,37,225000
1,23,2,1,52,40,37,145000
5,,1,1,,,0,
5,19,2,1,40,40,26,40000
5,19,1,1,38,30,38,25000
1,21,1,6,,,70,0
1,19,2,6,52,60,63,40700
1,18,1,1,52,60,33,75000
1,16,2,1,,,37,0
5,4,2,1,,,7,
5,1,1,1,,,3,
5,16,1,1,52,40,29,50000
5,21,2,1,52,40,24,60000
2,21,2,1,,,84,0
5,21,1,1,52,40,31,250000
1,18,2,1,52,40,32,30000
1,20,1,1,40,40,34,40000
5,12,2,9,,,14,
3,21,2,1,52,40,69,78000
3,21,2,1,52,40,60,135000
5,21,1,1,,,44,0
3,21,1,6,52,40,49,190000
3,18,2,1,20,15,58,89000
1,19,2,1,52,16,57,31400
1,19,1,1,,,62,0
5,18,1,1,,,41,0
3,17,2,1,,,59,0
5,16,2,1,,,33,0
5,16,1,1,,,23,0
5,10,2,1,,,13,
5,4,1,1,,,7,
5,16,1,1,,,23,0
5,16,1,1,6,38,51,2600
5,14,1,8,,,34,0
3,19,1,1,52,40,51,50000
3,21,2,1,52,40,50,34000
5,13,1,1,52,50,64,27000
5,19,2,1,,,30,0
5,4,2,1,,,7,
5,1,2,1,,,3,
5,21,1,8,52,40,29,49000
1,21,1,1,52,55,37,115000
1,19,2,1,,,36,0
5,7,2,1,,,9,
5,5,2,1,,,7,
5,3,1,1,,,6,
5,,2,1,,,1,
1,19,2,1,52,40,33,35000
1,20,1,1,52,40,41,60000
5,8,1,1,,,12,
5,6,2,1,,,10,
3,22,2,1,23,65,47,17000
5,12,1,1,,,16,0
5,8,2,1,,,12,
2,19,2,1,,,79,0
1,21,2,6,52,99,46,60000
1,16,1,6,52,99,50,60000
5,16,2,6,,,25,0
5,16,2,6,,,18,0
5,,2,6,,,2,
1,19,2,1,,,53,0
1,19,1,1,,,62,0
5,20,1,1,,,31,0
5,16,1,1,,,29,0
2,19,1,2,,,82,0
5,21,2,1,52,45,49,100000
5,5,1,1,,,9,
2,18,2,1,,,81,0
1,19,2,1,,,23,0
1,19,1,1,,,22,0
1,22,2,1,,,71,0
1,21,1,1,,,79,0
1,19,1,1,,,33,0
1,16,2,9,,,36,0
1,22,1,6,,,66,0
1,16,2,6,,,65,0
5,23,1,6,14,36,26,15000
5,21,2,6,35,20,25,20000
5,21,1,2,32,40,28,110000
1,21,2,1,52,45,38,125000
1,19,1,9,10,45,36,0
5,20,2,1,52,16,36,35000
2,18,2,1,,,78,0
3,16,2,1,,,80,0
2,16,1,1,,,82,0
5,16,2,6,,,38,0
5,16,1,6,52,40,39,60000
5,2,1,6,,,5,
5,1,2,6,,,3,
5,1,1,6,,,82,0
5,1,2,6,,,73,0
1,23,1,1,52,40,63,250000
1,19,2,1,,,63,0
1,19,2,1,,,74,0
1,21,1,1,,,74,0
1,21,2,1,52,40,29,60000
1,22,1,1,52,40,31,67000
3,16,1,1,52,40,60,4700
1,22,2,9,52,40,29,75000
1,21,2,9,52,40,30,82000
1,21,1,9,52,40,38,110000
1,22,2,6,52,40,40,85000
5,2,1,9,,,4,
5,,2,9,,,2,
2,21,2,1,,,78,0
1,22,1,1,52,50,43,626000
1,24,2,1,52,45,45,100000
5,6,1,1,,,9,
5,4,2,1,,,7,
3,21,2,1,,,77,0
1,16,2,1,52,50,28,65000
1,16,1,9,52,65,28,70000
5,2,1,1,,,4,
1,23,1,1,4,40,69,375000
1,21,2,1,,,67,0
1,16,2,1,,,68,0
1,16,1,1,,,69,0
5,15,1,1,,,32,0
2,16,2,9,52,37,74,20000
5,16,1,9,,,40,0
2,18,2,1,,,81,0
1,20,1,6,52,40,66,20600
1,19,2,6,52,40,69,16000
1,17,1,1,52,40,49,30000
1,17,2,1,1,40,51,35000
5,16,1,1,4,24,21,10000
5,11,2,1,,,14,
3,19,2,1,,,72,0
2,21,2,1,,,72,0
3,16,1,1,,,70,0
5,19,1,1,52,50,23,40000
5,21,2,1,15,50,23,13900
1,22,1,6,52,45,51,170000
1,22,2,6,10,2,49,1000
5,4,2,6,,,8,
5,21,1,7,52,36,25,38900
5,21,2,7,52,40,24,48000
5,20,2,1,52,40,45,65000
3,20,2,1,,,60,0
2,16,2,1,,,78,0
1,19,2,1,,,63,0
1,21,1,1,52,50,60,135000
1,23,2,1,,,51,0
1,22,1,1,52,45,60,92000
5,20,1,1,8,30,20,8000
1,18,2,1,12,6,57,800
1,16,1,1,52,40,57,99000
1,19,2,9,52,40,22,40000
5,19,1,9,,,44,0
1,18,2,1,52,60,32,60000
1,21,1,1,20,20,41,0
5,19,2,1,30,15,33,0
1,21,2,1,52,8,38,0
1,21,1,1,52,40,37,100000
5,2,2,1,,,5,
5,1,2,1,,,3,
5,,1,1,,,0,
1,20,1,1,,,77,0
1,16,2,1,,,73,0
2,15,2,9,,,71,0
5,14,1,9,,,44,0
5,21,2,9,52,36,28,38000
5,19,1,1,52,40,32,128000
2,19,2,1,,,80,0
4,19,1,9,52,40,44,50000
1,20,1,1,52,40,36,80000
1,21,2,1,,,31,0
5,21,1,6,,,70,0
1,22,1,1,,,68,0
1,22,2,1,,,71,0
1,18,1,1,52,40,47,81000
1,18,2,1,12,40,39,4000
5,10,2,9,,,14,
5,18,2,1,52,40,29,53000
1,21,2,1,52,24,35,50000
1,21,1,1,52,56,36,170000
5,2,1,1,,,6,
5,1,1,1,,,4,
5,,1,1,,,1,
3,16,1,1,,,77,0
1,20,1,1,,,58,0
1,20,2,1,52,45,57,72000
1,22,1,9,52,40,38,132000
1,22,2,1,30,16,38,27900
5,,2,9,,,2,
1,21,2,1,,,66,0
1,21,1,1,,,67,0
1,16,2,1,44,10,63,0
1,20,1,1,52,40,59,0
3,18,2,1,,,75,0
5,20,2,1,52,40,30,50000
5,11,2,1,,,14,
5,20,2,1,52,40,30,70000
3,21,2,1,49,30,51,20000
2,20,2,1,,,77,0
2,18,2,1,,,86,0
1,22,1,1,52,45,56,96000
1,21,2,1,15,30,47,700
1,22,2,1,52,35,49,100000
1,23,1,1,34,50,50,36400
5,16,1,1,30,20,20,6000
5,12,1,1,,,16,0
1,19,2,1,,,50,0
1,19,1,1,52,52,52,116000
5,16,2,1,,,20,0
1,19,1,1,52,40,27,50000
1,22,2,1,52,40,28,60000
5,1,2,1,,,3,
5,,1,1,,,0,
1,24,1,1,52,40,41,80000
1,22,2,1,20,20,44,30000
5,6,2,1,,,9,
5,3,2,1,,,7,
5,14,1,8,30,35,27,25000
5,21,2,1,,,26,0
5,22,1,9,52,40,27,175000
2,16,2,1,,,68,0
1,21,1,6,52,45,33,118000
1,21,2,6,52,36,30,76000
3,21,2,6,52,40,26,106000
1,18,1,6,,,62,0
1,22,2,6,,,62,0
1,16,1,9,52,40,62,96000
1,16,2,9,,,61,0
5,16,1,9,,,33,0
1,19,1,1,,,68,0
1,21,2,1,,,70,0
3,20,2,1,,,70,0
5,18,1,1,52,20,38,14000
5,21,1,1,52,20,34,14300
1,17,1,1,1,40,69,720
1,19,2,1,1,2,66,40
2,19,2,1,,,79,0
5,21,2,6,52,65,25,60000
5,20,2,6,,,19,0
5,21,2,1,,,44,0
3,16,2,1,52,40,70,20000
1,21,1,1,52,50,32,130000
1,21,2,1,,,26,0
2,16,2,1,,,80,0
5,22,2,1,52,45,33,54000
5,19,1,9,47,36,33,38400
5,21,1,1,40,45,24,62000
1,19,2,1,,,78,0
1,16,1,1,,,81,0
1,16,1,9,52,40,35,70000
1,16,2,2,,,34,0
5,1,1,9,,,3,
5,1,1,9,,,3,
5,10,1,2,,,14,
1,21,1,1,2,40,73,6000
1,19,2,1,,,75,0
5,15,2,1,52,40,54,48000
3,18,2,1,,,50,0
5,16,1,1,52,40,19,12600
1,21,1,1,52,40,59,95000
1,20,2,1,52,35,60,31700
3,22,2,1,52,40,41,42800
3,19,1,2,52,40,50,35900
1,21,1,6,52,40,47,95000
1,15,2,6,,,40,0
5,,1,6,,,1,
5,18,1,1,,,40,0
1,21,1,1,52,50,43,95000
1,19,2,1,52,32,36,0
5,9,2,1,,,11,
5,13,1,1,,,16,0
5,11,1,1,,,14,
1,19,1,1,52,40,60,125000
1,23,2,1,,,64,0
1,16,2,1,,,74,0
1,16,1,1,,,79,0
5,20,1,1,39,40,36,10000
3,16,2,1,40,16,64,18600
5,1,1,1,,,64,0
1,19,2,1,52,15,41,20000
1,20,1,1,48,40,43,60000
5,6,1,1,,,9,
1,16,1,1,52,41,50,626000
1,15,2,1,10,8,50,500
5,10,1,1,,,13,
4,16,1,2,52,84,46,90000
5,17,2,2,,,46,0
5,9,2,2,,,13,
3,16,1,7,52,80,59,80000
1,22,1,1,4,40,59,105000
1,19,2,1,4,34,51,40000
5,16,1,1,,,19,0
5,13,2,1,,,16,0
1,19,2,9,52,16,51,65000
1,9,1,3,52,40,45,60000
5,18,2,1,52,40,28,49000
5,9,2,1,,,11,
1,21,1,1,,,93,0
1,16,2,1,,,89,0
1,24,2,1,52,30,41,37000
1,22,1,1,52,40,43,83000
5,4,1,1,,,8,
5,2,2,1,,,3,
5,,1,1,,,0,
1,20,1,1,52,40,66,144000
1,16,2,1,,,69,0
1,22,1,9,,,72,0
1,23,2,9,52,40,63,120000
1,21,2,1,52,40,40,46000
1,19,2,1,6,40,27,5000
5,20,1,1,52,40,33,26000
1,16,1,1,,,79,0
1,16,2,1,,,77,0
3,16,1,1,1,18,67,5000
5,16,1,9,52,45,24,36000
1,22,1,1,,,75,0
1,20,2,1,,,67,0
1,21,2,1,52,42,30,134000
1,21,1,7,52,40,31,80000
1,21,2,1,,,44,0
1,22,1,1,52,60,43,626000
5,16,1,1,,,18,0
5,12,2,1,,,15,0
5,10,1,1,,,13,
3,20,2,6,1,40,42,1000
5,11,1,6,,,14,
1,17,2,1,52,40,41,626000
1,17,1,8,52,50,41,48000
2,16,2,1,,,79,0
1,21,2,6,52,40,47,140000
1,24,1,6,52,40,48,170000
1,24,2,1,46,12,41,0
1,24,1,1,49,40,45,300000
5,6,2,1,,,10,
5,2,1,1,,,5,
1,21,2,1,52,40,56,36000
1,21,1,1,52,40,58,24000
1,19,2,9,,,64,0
1,18,1,1,,,64,0
1,22,1,6,52,40,52,12000
1,24,2,6,52,40,43,100000
5,11,1,6,,,14,
1,20,1,1,52,55,26,96000
1,15,2,1,5,3,24,300
5,,2,1,,,2,
5,,1,1,,,0,
1,22,2,6,52,50,36,300000
1,21,1,1,,,32,0
3,21,2,1,,,93,0
5,19,1,9,52,40,21,36100
1,16,1,1,52,40,65,70000
1,18,2,1,52,40,52,28000
5,13,1,1,2,15,17,2500
1,22,1,1,51,50,44,626000
1,22,2,1,,,48,0
5,12,1,1,,,15,0
1,21,2,1,4,40,35,80000
1,21,1,1,,,39,0
5,10,2,1,,,13,
5,7,2,1,,,11,
5,6,2,1,,,9,
5,4,2,1,,,8,
5,2,2,1,,,5,
5,,2,1,,,2,
5,,1,1,,,1,
1,16,1,1,52,50,66,185000
1,16,2,1,,,63,0
5,,1,1,,,2,
1,9,1,9,36,75,60,38000
1,17,2,9,12,70,60,7000
5,20,1,9,16,65,27,13000
5,16,2,9,36,40,20,7000
1,20,2,1,16,42,60,9600
1,21,1,1,52,40,59,72000
4,16,2,1,52,25,38,0
5,1,2,1,,,5,
5,1,1,1,,,3,
5,,1,1,,,1,
5,21,2,1,43,40,30,29600
5,21,2,1,41,40,30,22200
1,12,1,8,52,40,42,44600
1,8,2,8,,,49,0
5,16,2,8,52,40,20,20000
5,13,1,8,,,15,0
5,20,1,1,52,40,38,40000
5,5,2,1,,,8,
5,16,1,1,52,40,33,30000
1,16,1,2,52,24,72,18000
1,20,2,2,,,70,0
1,15,1,8,52,58,54,53000
1,15,2,8,52,40,55,28000
5,1,1,8,52,32,29,23000
5,22,2,1,18,40,42,9200
5,16,1,2,52,45,48,80000
3,17,2,2,52,40,69,39500
1,17,1,1,,,38,0
1,16,2,1,52,40,35,32500
5,18,2,1,44,36,38,24300
3,16,2,1,,,69,0
1,21,2,1,,,42,0
1,21,1,1,52,60,51,350000
5,11,2,1,,,14,
1,19,2,1,,,77,0
1,18,1,1,,,76,0
3,21,2,1,,,89,0
1,21,1,1,52,10,60,30000
1,23,2,1,,,57,0
5,21,1,1,35,70,23,70000
5,19,2,1,,,21,0
1,21,1,1,52,60,47,250000
1,16,2,6,52,40,51,40000
3,21,2,9,,,73,0
4,19,1,1,52,35,46,12000
1,22,2,6,52,40,31,100000
1,22,1,6,52,40,34,180000
4,17,2,9,,,56,0
3,13,2,9,,,59,0
5,21,2,1,52,48,45,153000
5,8,1,9,,,11,
1,16,2,6,52,40,41,35000
1,22,1,1,52,34,41,60000
5,3,2,9,,,6,
2,16,2,6,,,69,0
1,24,1,1,52,40,57,68000
1,17,2,1,3,36,53,30000
5,17,2,1,50,6,21,2000
5,18,1,1,52,40,18,8000
2,15,2,1,,,83,0
5,19,1,1,52,40,21,18000
5,21,1,1,52,40,34,200000
3,19,1,1,52,40,62,60000
3,21,2,2,4,25,57,480
3,16,2,1,52,50,42,100000
5,7,1,1,,,10,
1,22,2,9,52,40,36,100000
1,21,1,1,52,40,41,70000
5,2,2,9,,,4,
5,,2,9,,,0,
3,21,1,1,52,45,47,113000
1,18,1,1,52,50,62,82000
1,19,2,1,,,62,0
5,9,2,1,,,13,
5,6,2,1,,,9,
5,13,1,1,,,33,0
5,20,1,1,52,35,29,40000
1,21,1,1,,,73,0
1,21,2,1,,,71,0
5,16,1,1,36,40,33,33000
5,16,2,1,52,16,33,12000
3,16,2,1,52,16,32,12000
1,21,2,1,40,45,32,150000
1,22,1,1,52,40,39,100000
5,,1,1,,,0,
3,20,2,3,52,40,65,55000
1,21,2,1,52,40,55,92000
1,16,1,1,,,73,0
1,16,2,1,,,69,0
1,19,1,1,,,66,0
1,19,2,1,,,66,0
1,22,1,1,52,10,79,0
1,22,2,1,,,77,0
1,20,1,1,52,60,55,150000
1,21,2,1,52,60,54,150000
1,9,2,9,52,40,54,10000
1,17,1,9,52,45,57,25000
5,10,2,9,,,14,
4,20,1,2,52,35,64,45000
1,20,1,1,52,72,36,140000
1,20,2,1,,,34,0
5,7,1,1,,,10,
5,5,2,1,,,9,
5,2,1,1,,,5,
5,1,1,1,,,4,
2,19,2,1,,,74,0
5,1,2,1,52,24,21,0
1,20,1,7,52,60,35,65000
1,21,2,6,52,50,33,50000
5,14,2,6,,,16,0
5,,1,7,,,2,
5,21,2,1,,,69,0
5,24,2,1,,,87,0
5,16,2,8,52,30,49,12100
5,2,1,8,,,5,
1,20,1,9,52,40,33,180000
1,19,2,9,52,40,33,72000
1,16,2,1,,,72,0
1,20,1,1,,,71,0
1,13,2,1,52,35,51,32000
1,15,1,1,,,59,0
5,16,1,1,,,30,0
5,16,1,1,,,29,0
3,16,2,1,40,20,63,9200
3,16,2,6,13,15,46,8000
5,20,2,6,52,8,21,2000
5,16,2,6,13,40,18,7300
3,22,1,1,52,40,47,120000
5,14,2,1,20,15,17,2000
5,12,1,1,,,15,0
5,11,2,1,,,14,
1,21,1,1,52,50,38,70000
1,21,2,9,52,40,39,80000
5,,1,9,,,0,
2,16,2,1,,,71,0
2,21,1,2,20,16,41,3900
5,11,1,9,,,14,
1,22,1,1,,,66,0
1,22,2,1,52,45,61,117000
1,20,1,1,52,40,58,58000
1,21,1,1,,,58,0
1,20,2,2,52,72,45,80000
1,18,1,1,52,72,41,100000
5,3,1,9,,,6,
3,20,2,1,,,75,0
1,19,2,1,52,40,64,40000
1,22,1,6,52,40,43,160000
1,22,2,6,52,25,38,25000
5,9,1,6,,,11,
5,3,1,6,,,6,
1,16,2,1,,,24,0
1,16,1,1,52,40,25,70000
5,1,2,1,,,4,
5,1,2,1,,,3,
5,,1,1,,,2,
5,,2,1,,,1,
1,21,1,1,52,40,45,80000
1,14,2,9,52,60,40,50000
5,16,1,9,36,35,20,18900
5,16,1,9,,,18,0
5,13,2,9,,,16,0
5,21,2,9,52,60,25,0
5,21,1,1,52,40,27,30000
1,21,2,1,52,50,52,626000
1,21,1,1,,,53,0
5,14,2,1,,,17,0
1,21,1,1,52,40,64,220000
1,22,2,1,,,64,0
1,20,2,1,52,12,39,9700
1,22,1,1,52,40,38,76000
5,8,1,1,,,12,
5,6,2,1,,,9,
1,23,2,6,52,40,42,30000
1,21,1,1,52,40,45,72000
5,1,1,9,,,4,
1,15,2,6,,,64,0
2,17,2,1,,,70,0
3,17,1,1,25,30,29,2000
1,22,1,1,52,40,54,120000
1,21,2,1,52,40,53,100000
1,21,1,1,52,45,37,133000
1,20,2,1,52,30,36,33000
5,,2,1,,,0,
2,20,2,1,52,40,38,85000
3,21,2,1,,,71,0
5,19,2,1,52,30,39,0
5,19,1,2,47,50,44,25000
5,16,1,2,28,16,18,4000
5,7,2,2,,,10,
5,2,1,2,,,5,
2,21,2,1,,,68,0
1,18,1,1,52,40,46,52000
1,19,2,9,52,24,41,31000
5,13,1,1,,,16,0
5,11,1,1,,,13,
5,8,2,1,,,11,
5,7,2,1,,,9,
5,,2,1,,,0,
1,22,1,2,,,81,0
