MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
5,14,1,3,4,40,59,580
3,16,2,1,,,74,0
5,17,1,8,,,66,0
5,16,1,6,52,40,23,18400
5,18,1,1,,,18,0
5,19,2,1,2,30,20,7000
5,16,1,1,18,10,18,3700
5,22,2,9,52,50,31,47000
3,19,2,2,52,30,46,25000
5,22,1,6,,,45,0
2,19,2,1,,,93,0
5,21,2,3,2,28,23,6000
3,16,2,1,,,77,0
4,16,2,2,52,40,34,28500
5,21,1,8,,,44,0
2,21,2,1,,,93,0
3,18,1,1,,,63,0
3,15,2,1,,,53,0
2,22,2,1,,,69,0
3,16,2,1,,,93,0
5,21,2,1,52,35,93,29400
1,19,1,2,52,40,32,27800
5,19,2,1,52,42,18,22200
5,16,1,8,,,73,0
2,16,2,1,,,93,0
1,7,2,2,,,57,0
5,16,2,1,,,72,0
5,16,1,1,12,40,29,2000
5,16,1,1,,,53,0
2,21,2,1,,,93,0
3,16,2,1,,,74,0
2,19,2,1,,,73,0
3,12,1,1,,,49,0
2,16,2,1,,,80,0
3,21,2,1,,,75,0
5,15,1,1,52,10,36,1200
5,19,1,6,52,8,19,4000
5,16,2,2,5,40,34,40000
1,22,1,1,,,93,0
5,18,1,8,12,40,18,5300
5,16,1,1,,,53,0
5,16,1,1,9,40,18,3000
5,16,2,1,,,19,0
4,17,1,7,,,35,0
5,16,1,1,,,18,0
5,22,2,1,40,45,39,58000
1,19,1,1,52,30,62,9400
2,16,2,1,,,93,0
2,17,2,1,,,67,0
2,16,2,1,,,93,0
5,16,1,1,24,40,20,13800
5,19,2,1,20,12,19,0
2,11,2,1,,,79,0
2,16,2,1,,,93,0
5,18,1,1,,,56,0
5,16,1,1,52,99,20,22000
5,16,1,1,1,35,20,7200
2,11,2,1,,,70,0
2,16,2,1,,,89,0
2,11,2,1,,,69,0
5,19,1,1,,,65,0
5,19,1,1,1,30,20,3000
1,21,1,1,,,77,0
3,19,1,1,,,75,0
2,20,1,1,,,72,0
5,1,1,1,,,63,0
5,19,2,1,9,20,21,3800
5,19,2,6,52,15,20,6100
5,19,1,6,52,40,33,21000
5,18,2,1,1,10,19,1500
5,16,1,6,52,40,23,18400
3,19,2,2,3,40,64,2300
5,19,1,1,18,40,19,7600
5,19,2,9,40,25,18,27000
4,20,1,3,1,40,39,60
5,18,2,1,18,20,18,1500
3,16,1,1,,,52,0
1,19,2,1,,,76,0
2,16,2,1,,,80,0
5,16,2,9,2,35,18,9000
5,19,2,9,52,9,18,9000
5,16,2,1,1,20,18,3900
3,17,1,1,,,62,0
5,23,1,8,52,40,23,18400
5,19,1,1,,,68,0
5,16,1,1,,,30,0
5,16,1,7,2,10,19,50
5,19,1,1,16,35,20,3300
5,19,1,1,2,40,20,11000
5,22,1,1,1,40,24,12000
5,16,1,6,52,20,21,2100
5,14,1,1,,,28,0
5,16,2,6,2,18,19,2800
5,16,1,1,,,50,0
5,19,1,1,4,20,21,9000
5,18,1,1,,,50,0
5,19,2,1,26,6,20,3300
1,9,1,8,,,47,0
5,8,2,2,,,11,
5,16,1,2,52,7,19,5000
5,16,2,1,52,10,42,7000
5,19,2,6,11,18,19,130
1,16,2,1,,,87,0
1,17,1,5,,,34,0
2,21,2,1,,,82,0
5,21,2,3,2,28,23,6000
5,17,1,2,26,25,24,8300
5,19,1,9,,,19,0
3,23,1,1,52,45,50,108000
5,14,1,1,,,62,0
5,18,2,2,,,18,0
3,9,2,6,,,62,0
3,18,2,1,,,61,0
5,16,2,1,52,5,18,400
5,16,2,9,20,40,19,5000
3,16,1,1,3,42,52,10800
2,16,2,6,,,87,0
5,19,1,1,52,8,19,0
5,19,2,2,,,40,0
1,17,1,1,,,48,0
5,13,2,8,,,60,0
5,17,1,1,,,37,0
5,19,2,2,51,25,20,10000
5,8,2,2,,,52,0
1,16,2,1,,,87,0
5,16,1,6,8,24,18,2000
2,9,1,9,,,87,0
3,17,1,1,,,36,0
5,18,2,1,16,25,18,4000
5,19,1,8,,,20,0
2,16,2,1,,,70,0
5,18,2,2,5,40,34,40000
3,19,2,1,,,74,0
5,12,1,5,,,36,0
1,16,1,8,,,41,0
5,19,1,1,,,49,0
5,19,2,2,,,19,0
5,18,2,1,,,18,0
2,22,2,1,,,78,0
3,21,2,1,,,80,0
1,17,1,8,,,42,0
5,22,1,1,,,68,0
5,19,1,8,52,40,22,18400
5,16,2,8,,,18,0
1,16,1,8,,,41,0
2,19,2,1,,,93,0
5,22,1,1,52,40,93,61000
5,13,1,1,,,55,0
2,21,2,1,,,93,0
5,19,1,1,52,40,20,18400
1,22,1,1,,,93,0
5,19,1,1,16,4,21,800
5,16,1,1,,,53,0
3,17,1,1,52,25,41,18000
5,19,1,1,,,40,0
5,19,1,6,,,20,0
5,17,1,9,,,37,0
5,16,1,1,,,35,0
5,22,1,1,,,68,0
1,18,2,8,52,45,35,64000
5,13,1,1,4,40,43,2400
5,19,1,2,26,40,23,19100
5,19,1,1,,,40,0
5,21,1,1,32,40,34,29000
5,18,1,6,30,25,18,11000
5,19,1,2,,,50,0
5,16,2,9,1,40,41,27000
5,16,2,9,,,36,0
1,16,1,1,52,40,28,68000
1,20,1,1,52,35,70,13700
5,18,2,2,5,40,34,40000
2,16,2,6,,,93,0
5,18,1,1,15,40,18,8500
3,16,1,1,5,99,23,10000
5,11,1,8,,,15,0
5,19,2,1,52,10,20,9000
3,19,1,1,,,93,0
5,16,2,1,,,76,0
5,16,1,8,52,40,20,29000
1,21,2,6,28,10,46,8000
3,16,2,1,,,46,0
5,19,2,1,16,35,19,8000
5,16,1,9,3,10,18,1000
5,19,1,1,,,61,0
5,16,1,1,24,40,22,12000
2,17,2,1,,,93,0
1,22,1,1,,,93,0
5,14,2,2,,,34,0
5,17,1,9,,,28,0
1,16,2,1,52,30,40,9600
5,19,2,6,3,40,20,8000
2,16,2,1,,,93,0
2,19,2,1,,,78,0
3,19,2,2,3,40,64,2300
5,14,1,2,26,40,40,12000
5,16,1,9,52,40,20,22200
5,16,2,1,26,25,21,10800
5,3,1,1,,,6,
5,16,1,1,52,18,29,2000
2,11,2,1,,,93,0
1,18,1,2,52,40,30,25000
5,18,2,1,26,16,19,4800
3,19,1,1,,,78,0
5,18,2,8,,,19,0
5,19,2,1,,,19,0
5,16,2,1,,,22,0
3,16,2,1,,,59,0
5,16,1,1,52,20,20,15800
3,16,2,1,,,68,0
2,16,2,3,,,85,0
3,21,2,1,,,83,0
5,18,2,9,1,22,18,10500
5,12,1,1,,,42,0
5,21,1,1,52,50,25,23000
5,23,1,6,52,40,51,4800
5,20,1,1,,,44,0
5,16,1,1,52,40,22,28000
5,18,2,1,24,35,19,12000
5,16,2,1,,,85,0
2,21,2,1,,,82,0
3,17,1,1,,,55,0
1,19,2,1,,,67,0
3,19,1,1,17,21,31,2700
5,14,1,1,,,22,0
5,18,1,1,,,62,0
5,19,2,1,52,25,20,3000
1,19,2,1,,,30,0
3,19,2,2,3,40,64,2300
5,16,1,1,52,40,22,28000
5,16,1,1,,,21,0
5,19,1,1,7,29,19,34200
5,19,2,9,,,19,0
5,16,1,1,,,42,0
5,16,1,1,,,36,0
2,11,2,1,,,93,0
5,16,1,9,52,40,20,22000
2,16,1,1,,,87,0
5,19,1,1,,,49,0
5,19,2,1,52,25,20,3000
2,16,2,1,,,93,0
5,19,1,7,1,10,20,720
5,16,1,9,,,18,0
5,15,1,9,,,31,0
3,16,2,1,,,77,0
5,16,2,1,,,23,0
5,19,1,1,,,41,0
5,18,1,1,42,40,19,16000
2,19,2,1,,,68,0
3,1,1,1,,,39,0
5,16,1,1,52,18,29,2000
4,20,1,2,,,35,0
5,18,2,1,16,15,19,2500
5,16,2,1,,,40,0
5,20,2,1,4,40,24,11000
5,18,1,8,52,35,35,27900
2,16,2,1,,,83,0
5,19,1,6,52,80,24,30000
5,19,1,1,4,50,20,10000
1,12,1,1,,,63,0
3,19,2,1,,,70,0
5,19,1,2,,,54,0
5,16,1,3,,,65,0
2,16,2,1,,,93,0
5,19,1,1,52,10,21,5000
2,16,1,1,,,84,0
5,19,1,1,52,40,22,36000
1,18,1,2,52,40,30,25000
5,12,1,7,,,28,0
1,16,2,1,,,26,0
5,21,1,6,1,40,24,18000
5,16,2,6,,,19,0
1,17,1,1,52,40,33,45000
4,20,1,3,1,40,39,60
3,19,1,1,,,55,0
3,20,2,9,52,35,48,51000
5,18,1,1,52,40,21,30000
2,17,2,1,,,93,0
5,18,1,1,,,20,0
1,16,1,1,,,40,0
5,17,1,2,,,54,0
5,16,1,1,,,55,0
5,19,1,6,,,19,0
5,17,1,1,,,68,0
2,19,2,1,,,65,0
5,1,2,1,,,66,0
5,18,1,1,,,50,0
5,16,1,6,52,40,23,18400
5,19,1,8,52,40,22,18400
5,19,1,1,1,16,18,150
1,18,1,2,,,39,0
3,12,2,9,,,68,0
2,19,1,9,,,93,0
1,21,2,1,,,76,0
5,16,1,1,,,61,0
1,16,1,1,52,40,28,68000
5,16,2,1,2,10,18,1300
5,19,1,8,,,73,0
5,16,2,9,,,18,0
5,17,2,2,,,62,0
3,24,1,1,,,83,0
5,19,2,6,,,19,0
5,19,1,6,52,80,24,30000
4,16,1,1,,,74,0
3,16,2,1,,,93,0
5,18,1,1,52,40,21,30000
2,22,1,1,,,83,0
3,16,2,1,,,59,0
5,16,1,1,,,53,0
5,23,1,6,52,40,51,4800
5,18,2,1,16,15,19,2500
5,16,2,6,2,20,19,2000
5,18,1,1,52,40,26,29000
3,22,2,1,,,74,0
3,19,2,1,,,60,0
3,21,1,1,,,89,0
2,16,2,1,,,93,0
5,16,1,1,1,36,22,13000
2,16,1,1,,,84,0
5,18,1,1,,,19,0
5,19,1,1,22,40,27,20000
5,21,2,1,52,35,93,29400
1,19,2,1,,,70,0
1,16,2,1,,,87,0
1,1,1,8,52,40,41,12000
3,16,1,1,,,42,0
3,19,1,1,4,25,49,1000
5,16,1,2,1,36,18,4400
2,16,2,1,,,89,0
5,19,2,1,52,40,20,20000
2,16,2,1,,,80,0
5,13,1,1,,,58,0
5,19,1,1,1,30,22,5000
3,16,2,2,3,40,64,2300
5,18,2,1,16,25,18,4000
5,19,1,1,52,45,19,20000
5,19,2,6,,,20,0
3,24,1,1,,,83,0
3,22,2,1,,,74,0
2,8,2,1,,,74,0
5,16,2,1,1,15,18,3000
3,20,2,9,,,85,0
5,22,1,1,1,40,24,12000
5,14,1,2,3,30,28,500
5,21,2,1,52,35,93,29400
5,8,1,8,52,40,25,25000
2,16,2,1,,,93,0
5,17,1,9,1,40,19,600
1,21,2,1,,,59,0
2,19,1,1,,,71,0
5,18,1,1,20,16,19,400
2,19,2,1,,,87,0
5,19,1,2,26,40,23,19100
1,21,2,6,28,10,46,4800
2,16,2,1,,,93,0
5,10,1,8,,,13,
3,19,2,9,,,69,0
1,18,2,1,,,51,0
5,16,1,1,1,40,21,5000
5,18,1,1,52,10,19,0
2,18,2,1,,,93,0
5,19,2,1,23,6,19,4000
5,19,2,1,,,18,0
5,18,1,1,,,49,0
5,17,2,4,10,30,18,3100
5,16,1,1,,,55,0
5,16,2,5,36,40,19,20600
5,16,2,6,52,15,20,6100
2,16,2,1,,,70,0
5,19,1,8,52,40,20,10000
5,19,1,6,,,34,0
5,16,1,2,,,29,0
5,19,1,9,4,20,20,10000
3,17,2,6,,,62,0
2,16,2,6,,,87,0
5,18,2,8,52,20,18,9200
5,19,1,1,52,10,30,1100
5,16,2,9,,,18,0
5,19,1,1,52,40,42,13400
1,21,2,6,28,10,46,4800
5,16,1,1,,,76,0
1,16,2,1,,,26,0
5,16,1,1,,,52,0
5,19,1,1,,,32,0
5,16,2,1,,,59,0
5,19,2,9,40,25,18,27000
2,19,2,1,,,86,0
5,11,1,8,,,15,0
5,22,1,1,,,76,0
5,19,1,1,1,8,18,400
5,16,1,1,,,38,0
5,22,1,1,1,40,24,12000
5,16,1,1,10,40,44,6400
1,1,2,2,,,57,0
5,17,1,1,,,36,0
5,1,1,9,,,35,0
1,16,1,1,,,60,0
5,16,1,1,48,45,33,11400
5,18,1,2,,,22,0
1,16,1,1,52,40,28,68000
2,16,2,1,,,93,0
5,16,1,1,,,23,0
5,16,1,9,,,39,0
5,12,2,9,1,40,41,20000
2,13,1,1,,,74,0
5,16,1,1,,,76,0
5,19,2,1,52,8,18,1900
5,20,1,1,,,50,0
3,23,1,1,52,45,50,108000
1,18,2,1,,,93,0
3,16,1,1,,,28,0
4,17,1,1,,,42,0
5,18,2,6,1,40,17,100
5,19,2,1,1,20,18,2000
5,19,1,1,4,40,20,17900
5,18,2,1,52,9,20,10000
2,22,1,1,,,83,0
5,11,1,1,,,15,0
1,21,1,1,,,87,0
5,15,1,2,,,30,0
5,14,1,2,26,40,40,12000
4,18,1,1,52,45,22,30000
5,16,1,2,,,50,0
2,16,1,1,,,70,0
5,16,2,9,,,18,0
2,16,2,1,,,81,0
5,19,1,1,,,24,0
2,21,2,1,,,93,0
5,14,2,9,52,10,31,7000
1,17,2,1,52,40,49,43000
4,6,1,8,,,52,0
3,21,2,1,,,80,0
5,17,1,1,,,35,0
5,19,1,1,,,66,0
5,13,1,1,,,67,0
1,22,2,1,42,45,40,50000
3,19,1,1,,,66,0
5,17,1,1,,,52,0
5,1,1,6,,,57,0
5,11,1,9,,,25,0
5,18,1,8,52,20,18,5400
1,18,2,1,52,30,40,9600
5,15,1,1,52,30,18,38000
3,22,2,1,,,74,0
5,16,2,1,52,6,20,0
2,15,1,1,,,85,0
5,16,1,5,52,50,20,21000
5,18,1,1,5,12,19,0
5,22,1,1,52,40,93,61000
3,19,2,1,,,62,0
5,19,2,2,,,62,0
2,19,1,1,,,62,0
5,18,2,9,1,22,18,10500
5,21,1,1,,,85,0
5,11,1,8,,,15,0
5,21,2,5,52,40,23,20600
5,17,1,1,,,68,0
3,17,1,9,24,25,51,4000
2,16,2,1,,,80,0
5,19,1,1,2,30,23,2500
5,12,1,1,2,10,22,12500
5,16,2,9,52,10,19,4000
5,18,1,1,1,6,18,1000
5,19,2,1,52,8,18,1900
5,17,1,2,52,40,37,54000
5,16,2,9,,,18,0
2,22,2,1,,,69,0
1,19,2,1,,,30,0
5,8,2,2,,,11,
5,16,2,3,1,99,18,0
5,13,1,1,,,67,0
5,19,2,1,52,8,18,1900
1,22,2,1,,,75,0
5,18,1,8,52,40,26,26000
3,21,1,1,,,89,0
1,21,2,6,28,10,46,4800
1,16,1,1,,,39,0
2,22,2,1,,,93,0
3,17,2,1,,,27,0
5,16,2,1,52,40,19,5000
2,16,2,1,,,80,0
4,14,2,4,,,49,0
2,10,1,1,,,84,0
5,18,1,1,15,40,18,8500
3,14,1,8,,,52,0
5,19,2,1,,,21,0
1,21,2,1,,,59,0
3,17,1,1,9,55,36,2300
3,16,1,1,,,35,0
5,16,1,7,52,40,28,40000
2,17,2,1,,,87,0
5,19,1,1,4,50,20,10000
3,16,2,1,,,59,0
5,16,1,1,52,3,19,2000
5,16,1,2,26,40,23,17300
2,16,2,1,,,93,0
5,20,2,1,22,29,21,9600
5,16,2,9,2,35,18,9000
5,22,1,6,,,45,0
5,14,1,9,30,40,17,18000
5,16,2,2,,,33,0
5,21,2,1,,,46,0
4,13,1,1,,,37,0
5,17,1,1,,,35,0
5,12,1,1,52,40,56,12000
1,21,2,2,,,33,0
5,19,2,1,52,20,49,19000
2,19,1,1,,,61,0
5,13,1,9,30,40,17,15000
5,19,1,1,8,20,19,1000
5,16,1,1,,,49,0
5,18,2,6,,,19,0
5,16,1,1,52,40,22,19000
2,21,1,1,,,93,0
5,14,2,8,,,42,0
3,19,1,1,,,42,0
1,14,1,7,14,45,35,9600
5,17,1,8,,,41,0
2,16,2,1,,,87,0
5,18,2,2,5,40,34,40000
5,17,1,1,,,52,0
5,19,2,2,30,25,19,10500
5,11,1,1,26,44,17,6000
5,16,2,1,1,40,18,8400
3,19,1,9,24,25,51,6900
1,21,2,1,,,87,0
5,19,2,1,26,30,19,10500
2,16,2,1,,,93,0
2,18,1,1,,,89,0
5,21,2,1,,,66,0
3,21,2,1,,,80,0
1,20,1,1,,,64,0
2,21,1,1,,,93,0
2,9,2,1,,,93,0
5,18,1,1,,,29,0
5,19,1,1,,,19,0
5,14,1,1,,,15,0
5,19,2,1,52,10,20,9000
2,9,2,1,,,93,0
5,17,1,1,,,51,0
5,16,1,1,,,23,0
5,16,1,9,1,10,19,500
5,16,1,6,,,66,0
1,16,2,1,,,26,0
5,17,1,9,20,40,27,10000
5,18,2,6,18,24,18,3000
5,15,1,1,52,30,18,38000
5,19,1,1,,,31,0
2,19,2,1,,,78,0
5,19,2,9,52,36,19,4900
5,17,1,1,,,29,0
5,17,2,1,,,58,0
5,20,1,1,52,35,36,17500
3,21,2,1,,,75,0
1,19,2,2,45,30,20,18500
3,15,2,1,,,58,0
3,16,2,1,,,69,0
5,1,1,1,,,58,0
5,19,1,8,52,40,20,10000
3,21,2,1,,,79,0
3,19,1,1,,,55,0
5,19,2,1,12,40,20,2700
3,19,2,2,52,30,46,25000
5,16,1,1,,,33,0
5,19,2,1,12,30,19,5000
5,16,1,2,,,32,0
5,19,2,1,16,40,20,6000
5,19,1,1,,,40,0
5,17,2,8,,,17,0
5,16,2,1,52,37,18,20000
5,19,1,8,52,40,22,18400
5,17,1,2,26,25,24,8300
5,18,2,1,1,15,18,2000
3,9,2,6,,,62,0
5,18,1,1,52,40,30,19000
5,16,1,1,52,99,20,22000
5,19,1,2,52,40,21,22400
5,15,1,2,,,30,0
4,14,2,4,,,49,0
3,20,2,1,,,76,0
5,19,1,6,1,55,21,340
5,16,1,1,,,49,0
5,16,1,1,24,40,22,12000
1,18,1,2,52,40,30,25000
5,19,1,1,1,55,21,12000
5,14,1,1,52,10,22,7100
3,17,1,1,12,80,53,2700
2,12,1,3,,,46,0
5,16,1,1,,,49,0
5,22,1,6,,,45,0
1,16,1,1,,,88,0
2,18,2,1,,,81,0
5,12,2,2,,,16,0
2,16,2,1,,,93,0
2,1,1,1,,,61,0
5,19,2,1,26,30,19,10500
5,19,1,1,,,68,0
5,18,2,1,3,25,18,4000
5,17,1,1,,,63,0
1,14,1,9,,,33,0
5,19,1,1,24,40,22,20600
5,18,1,9,52,32,21,20400
4,16,1,2,,,37,0
3,16,2,1,,,74,0
5,11,1,8,,,15,0
5,19,1,1,20,23,19,10000
2,16,2,6,,,87,0
2,19,2,1,,,83,0
3,19,2,1,,,74,0
5,17,1,1,,,38,0
2,19,2,9,,,73,0
2,16,2,1,,,70,0
5,20,1,1,,,58,0
5,16,1,2,,,40,0
5,19,2,1,8,15,19,3000
3,15,2,1,,,58,0
5,16,1,1,1,16,20,960
5,21,2,1,52,35,93,29400
5,21,1,1,1,40,22,10000
5,19,1,1,2,12,19,5500
5,17,1,1,,,63,0
2,11,2,1,,,70,0
5,21,1,1,,,67,0
5,16,1,5,52,50,20,21000
5,18,1,1,52,40,22,24000
5,16,2,1,,,40,0
5,19,2,1,16,20,19,3500
3,16,2,1,,,39,0
5,11,1,1,,,13,
2,22,2,1,,,84,0
5,17,1,1,,,31,0
5,16,2,1,52,39,18,6000
5,23,2,1,,,76,0
5,16,1,1,,,42,0
5,14,1,2,,,21,0
5,19,1,9,1,36,19,6000
5,19,2,9,52,36,19,4900
2,22,2,1,,,84,0
3,20,1,9,52,60,45,180000
3,23,1,1,,,70,0
5,19,1,2,24,40,21,20600
5,16,2,8,52,60,24,22000
2,21,2,1,,,82,0
5,21,1,1,,,85,0
5,16,2,6,,,18,0
5,23,2,1,,,76,0
2,16,2,1,,,89,0
5,15,1,2,,,30,0
1,20,1,1,,,46,0
5,1,1,8,,,39,0
5,19,1,8,,,19,0
5,19,2,1,12,40,20,2700
1,19,2,1,,,81,0
5,18,1,1,52,30,19,10500
5,19,2,1,,,85,0
5,19,1,9,4,12,23,9700
1,21,1,1,,,69,0
1,1,1,8,52,40,41,12000
5,19,1,1,,,19,0
5,19,1,1,14,12,19,2000
5,19,2,9,51,25,21,9300
5,14,1,8,52,40,23,27000
5,19,1,1,52,20,19,3000
2,16,2,7,,,72,0
5,19,1,1,,,21,0
3,16,1,1,,,78,0
2,11,2,1,,,93,0
5,16,1,1,,,38,0
3,23,1,1,,,81,0
2,18,2,1,,,93,0
2,10,1,1,,,93,0
5,20,2,1,32,40,19,6100
3,16,1,1,3,42,52,10800
5,17,1,1,52,14,73,12000
2,16,2,2,,,81,0
3,16,2,1,,,59,0
4,14,2,4,,,49,0
5,19,1,6,52,80,24,30000
5,11,1,1,26,44,17,6000
5,6,2,9,,,10,
3,22,2,1,,,76,0
2,21,2,6,,,93,0
5,16,1,1,,,65,0
4,16,1,1,,,75,0
5,22,1,6,,,45,0
5,19,1,1,12,40,29,2000
5,19,1,1,22,40,27,20000
1,18,2,1,,,51,0
3,23,1,1,,,70,0
5,18,2,1,30,10,18,6600
5,16,1,1,,,85,0
3,19,2,6,,,72,0
5,17,1,1,,,35,0
5,19,1,7,1,10,20,1400
4,14,1,1,,,32,0
3,16,1,1,,,44,0
5,18,1,8,52,40,24,18400
5,15,1,9,,,29,0
5,19,1,1,,,53,0
5,19,1,8,12,40,19,6000
5,16,2,1,4,25,18,10000
5,8,2,2,,,11,
5,17,1,1,12,25,38,2300
3,16,1,1,,,28,0
5,18,2,9,28,40,20,3400
5,16,1,5,52,50,20,21000
5,11,1,1,,,13,
2,21,2,1,,,84,0
5,17,1,2,,,34,0
5,16,2,6,,,18,0
5,16,2,1,,,59,0
5,16,1,5,52,50,20,21000
5,16,1,1,,,18,0
5,18,2,9,1,22,18,10500
2,20,2,1,,,93,0
5,20,1,1,46,40,22,30000
5,18,1,8,52,40,26,26000
3,16,2,6,,,81,0
5,15,1,2,,,30,0
2,21,2,1,,,72,0
1,21,1,1,,,77,0
1,20,2,2,,,30,0
2,19,1,1,,,61,0
5,19,1,9,52,40,40,32000
5,22,1,1,,,76,0
5,19,1,6,2,40,20,66000
3,16,1,1,,,58,0
3,17,1,1,4,25,42,790
2,16,2,6,,,88,0
5,16,2,1,,,34,0
3,16,2,1,,,46,0
3,19,2,6,,,72,0
5,13,2,2,,,16,0
5,20,2,1,4,40,24,11000
5,21,2,1,,,46,0
5,19,1,1,52,20,19,6000
5,13,1,1,,,33,0
2,19,1,1,,,61,0
5,16,1,1,,,49,0
5,16,2,1,,,59,0
2,22,2,1,,,69,0
5,16,2,1,,,85,0
5,10,1,8,,,13,
2,16,2,3,,,85,0
5,16,1,1,26,15,18,3000
5,16,1,8,52,40,23,26000
5,19,1,2,52,60,28,25000
5,11,1,8,,,15,0
5,22,2,9,52,50,31,47000
5,16,1,2,,,33,0
1,20,2,2,,,30,0
2,16,1,1,,,89,0
5,19,1,1,1,40,20,2000
5,18,2,1,13,16,18,3000
1,16,1,1,52,40,53,8000
5,14,1,1,,,25,0
5,1,1,1,,,63,0
5,19,2,1,1,40,18,500
5,21,1,1,32,40,34,29000
1,21,2,2,,,33,0
2,16,2,6,,,93,0
5,19,2,1,26,6,20,3300
5,21,1,1,,,70,0
5,18,1,1,52,32,19,5000
2,19,2,1,,,86,0
5,20,1,1,12,50,22,10000
5,16,1,1,4,30,21,300
5,17,1,2,,,38,0
1,16,1,1,,,88,0
5,16,1,1,,,30,0
5,19,2,6,52,20,19,6600
5,17,1,1,2,50,40,800
5,19,1,8,24,40,19,4000
5,19,2,6,,,20,0
5,16,2,6,52,16,18,4000
1,1,1,8,52,40,42,12000
5,19,2,1,,,88,0
3,16,1,1,,,31,0
5,16,1,8,,,43,0
5,13,1,9,,,49,0
1,19,1,9,1,10,19,200
5,16,1,1,,,29,0
3,22,1,1,,,72,0
2,18,2,1,,,81,0
5,19,1,9,,,33,0
2,19,1,1,,,62,0
1,22,1,6,,,86,0
5,21,2,1,,,87,0
5,19,1,1,,,24,0
2,19,2,1,,,79,0
2,22,2,1,,,84,0
2,16,1,1,,,89,0
5,8,1,8,52,40,25,25000
5,18,2,1,20,24,18,7900
5,16,2,1,,,22,0
5,20,1,3,4,40,59,580
5,19,2,9,12,20,19,3500
3,16,2,6,,,72,0
5,16,1,2,,,50,0
5,19,1,1,39,30,19,5500
5,18,2,6,2,25,19,7900
5,16,1,1,52,20,27,4000
5,16,1,9,,,36,0
2,20,2,1,,,84,0
5,16,1,9,49,45,50,37700
5,19,1,9,52,40,40,32000
1,22,2,1,,,93,0
5,16,1,2,3,30,28,500
3,19,2,1,,,70,0
3,21,2,1,,,83,0
5,19,1,1,,,41,0
5,16,2,9,,,54,0
5,19,1,9,24,40,21,13800
2,19,1,1,,,93,0
5,16,2,1,,,40,0
5,16,1,8,52,40,30,34000
2,12,1,3,,,46,0
5,16,1,1,,,41,0
5,16,1,9,8,32,20,1200
5,14,1,2,26,40,40,12000
5,20,1,1,,,44,0
3,13,1,3,,,28,0
2,16,2,1,,,93,0
5,14,1,1,4,40,43,1200
2,18,2,1,,,93,0
5,13,2,1,,,18,0
5,19,2,2,52,35,19,9700
5,14,1,1,20,65,20,25000
5,18,1,1,2,20,19,0
2,21,2,1,,,74,0
2,17,2,1,,,89,0
5,12,1,9,,,32,0
5,19,2,1,1,16,20,2000
5,19,1,8,52,20,18,7000
5,21,1,1,52,40,27,47500
5,19,1,1,,,75,0
2,16,2,9,,,93,0
1,16,2,1,52,30,47,25000
5,16,1,1,,,54,0
5,14,1,1,20,65,21,25000
5,18,2,1,52,21,19,3500
5,16,1,1,,,53,0
5,16,2,1,52,10,18,0
5,16,1,1,,,58,0
5,14,1,6,,,54,0
1,17,2,1,52,40,49,43000
2,22,2,1,,,84,0
5,18,2,1,3,7,19,1000
5,16,1,1,52,99,20,22000
5,16,1,1,,,35,0
2,20,1,1,,,72,0
5,19,2,1,40,1,20,540
2,16,2,1,,,69,0
3,18,2,1,12,40,55,2600
5,16,1,1,,,61,0
5,14,2,2,,,34,0
1,21,2,6,52,60,66,0
3,16,2,1,,,69,0
1,22,2,1,,,93,0
5,14,2,9,52,10,31,7000
5,20,2,2,16,10,21,4000
5,16,1,1,,,34,0
5,22,1,1,,,68,0
5,18,2,2,5,40,34,40000
5,17,2,1,12,40,23,10000
5,1,1,6,,,57,0
5,16,2,1,,,56,0
5,16,2,1,,,85,0
5,1,1,1,,,63,0
1,18,1,2,,,39,0
2,16,2,6,,,88,0
5,19,2,1,52,10,20,9000
5,18,2,1,32,25,19,5000
3,16,1,1,5,99,23,10000
2,16,1,1,,,84,0
5,18,2,1,13,16,18,3500
5,16,1,2,,,23,0
5,19,1,1,,,65,0
2,16,2,9,,,93,0
5,16,1,1,,,49,0
5,18,1,1,22,20,19,6700
5,18,1,8,52,40,26,26000
5,16,1,6,,,66,0
1,19,2,6,,,70,0
5,16,1,9,,,51,0
5,19,1,9,20,10,19,700
3,21,2,1,,,79,0
3,16,2,1,,,68,0
5,19,2,1,52,25,20,3000
5,20,2,1,22,29,21,9600
5,19,1,1,1,35,20,6000
5,19,2,1,2,30,22,1000
1,22,2,1,42,45,40,33600
5,18,2,1,32,25,19,5000
1,18,2,1,,,93,0
2,20,2,1,,,93,0
5,8,2,2,,,11,
5,21,1,6,1,40,24,18000
3,20,1,9,52,60,45,180000
5,16,2,1,,,76,0
2,16,2,1,,,93,0
4,16,1,1,,,37,0
5,19,1,1,52,40,22,36000
5,16,1,1,,,21,0
5,16,1,1,,,35,0
5,18,1,1,26,44,17,6000
1,16,1,8,52,40,29,12000
1,14,2,1,,,87,0
5,18,1,1,,,28,0
5,20,2,1,1,10,21,5000
1,16,1,1,,,88,0
5,17,1,1,32,33,42,15000
3,16,2,1,,,74,0
1,1,1,8,52,40,42,12000
2,16,2,9,,,83,0
5,18,1,9,,,19,0
2,19,2,1,,,65,0
3,17,2,9,,,51,0
5,22,1,1,,,68,0
5,14,1,2,4,40,19,2500
